label,text
VeryHight,"RT @fogocruzadoapp: Rocinha, às 19h. Deserta. Houve relatos de tiros às 18h07. #TirosRJ https://t.co/fJfndMZs6q"
Not Violence,RT @creepdelius: é tão triste a situação no espírito santo e o pior é ver que a elite governante local é completamente insensível
Not Violence,RT @JackCanalha: Traficantes em guerra na Rocinha pra tomar uma boca e a minha aqui de graça gata.
VeryHight,RT @_abcosentino: Alô @PMERJ Ranger cinza suspeitos de roubos no Residencial Amanda (próximo à Praça) Campo Grande. @plantao190 @LeiSecaRJ
Not Violence,RT @visaodefavelado: Mc Cabelinho - Zona Sul... a música mais braba do momento fé fé ���� https://t.co/P2KtbXHwE5
VeryHight,RT @Bob_Fernandes: Comentário. Enquanto se articula a unção de Alexandre de Moraes para o Supremo...90 mortos no Espirito Santo.https://t.…
Not Violence,"Pegaria alguém da rocinha? Ou tem interesse? — pegaria sim, interesse não tenho em ninguém da roci... https://t.co/Z3gSM0hEEX"
Not Violence,#Brasil: Dilma recibió a Passe Livre en medio de nuevas... http://t.co/mQD5ujwdTs #DilmaRousseff #PasseLivre #Política #SaoPaulo
VeryHight,"Costa Barros, Acari e Cidade de Deus concentram o maior n\u00ba de escolas municipais expostas \u00e0 viol\u00eancia armada\u2026 https://t.co/OB7eFsHfN0"
VeryHight,RT @gazetaonline: Espírito Santo tem recorde de assassinatos e já soma 95 mortes desde sábado https://t.co/4J2dOQuWcb https://t.co/xxZYwuFM…
Not Violence,Gostei de um vídeo @YouTube http://t.co/c6PZSQtVkUÃO É MAIS POR 20 CENTAVOS! #MudaBrasil
Not Violence,"Vamos continuar divulgando,ainda nenhuma notícia do pequeno Vitor!Ajudem a repassar e divulgar! @LeiSecaRJ @DDPA_RJ"
VeryHight,"Tiros no Engenho Novo, nas proximidades do S\u00e3o Jo\u00e3o (20:34) #TirosRJ"
Not Violence,#Vemprarua !
VeryHight,"Atualiza\u00e7\u00e3o: tiros na Vila Kennedy, nos locais conhecidos como Malvinas, Congo e Le\u00e3o. #TirosRJ (17:23) https://t.co/sZpkdIJnkW"
Not Violence,RT @g1es: Prejuízo no comércio fechado já chega a R$ 180 milhões no ES https://t.co/G47nCS07nc
Not Violence,CAOS NO ESPÍRITO SANTO: Redes sociais trazem imagens impressionantes https://t.co/1LX2rZcUM5
Not Violence,Adicionei como favorito um vídeo @YouTube http://t.co/DdByHjUdmv TELEJORNAL IMPARCIAL - #MudaBrasil
VeryHight,"RT @jloureirops: Acho que eu nunca ouvi tanto tiro na minha vida , evitem a automóvel clube em Vicente"
Not Violence,RT @maIuzao: espírito santo https://t.co/kHp2Jj5TTy
Not Violence,"Pec 37 sera votada hoje, vamos ver a resposta das manifestaçoes #ogiganteacordou"
Not Violence,RT @cauemoura: I liked a @YouTube video http://t.co/FtYZuNK1zS #ChangeBrazil - Manifestantes invadem o congresso federal . #VemPraRua #Acor…
Not Violence,já da pra fazer um summer eletrohits com esses audios sobre a situação do espirito santo
VeryHight,RT @LeiSecaRJ: RT @karlapmoraes: #VcViu? esse é o Carro que foi roubado na Freguesia na sexta feira
VeryHight,Idosa é encontrada morta na Zona Sul
Not Violence,Barrabás foi salvo e Jesus Cristo foi crucificado em nome de um insignificante “clamor público” #PEC37
VeryHight,RT @FredericoSchuh: Moradores adjacentes a Comunidade do Juramento em pânico em casa. Forte tiroteio e intenso.😨
Not Violence,@CiciZinha_709 Boa tarde. Onde s\u00e3o os tiros?
Not Violence,"RT @idkmiitch: ✨Santo Espírito, és bem-vindo aqui ✨"
Not Violence,Gostei de um vídeo @YouTube https://t.co/DoFkWZfGiF no Espírito Santo e Greve da PM
VeryHight,@LcLimaa Boa tarde. Onde foram os tiros?
High,"RT @LeiSecaRJ: Atenção no local RT @NiteroiRadar: Atenção! Evitem a Estrada da Garganta, tiroteio no local."
Not Violence,"Na flor da noite em uma boate aqui na zona sul — não conheço, desculpa xuxu https://t.co/bEbdAm6Sf9"
Not Violence,"@YasCastro27 Oi, Yasmi,. Sabe dizer mais ou menos que rua/bairro s\u00e3o os tiros?"
VeryHight,"RT @pauloap: O Espírito Santo é sitiado por bandidos, dezenas de inocentes mortos, mas a GloboNews se dedica a mostrar vídeos para criticar…"
Not Violence,"@JuliaMartinsSap Oi, Julia. Pode nos dizer pr\u00f3ximo a onde?"
Not Violence,"Moça, você é linda porque você é cheia do Espírito Santo."
Not Violence,Gostei de um vídeo @YouTube http://t.co/SLa8CVoR7o IMPARCIAL - #MudaBrasil
Not Violence,RT @LeiSecaRJ: RT @iglesias21: movimentação constante da PMERJ nas ruas próximas ao Engenhão
Not Violence,bagulho na rocinha ficou de verdade
Not Violence,"RT @WSarai: O Dep. Lourival Mendes cita fora de contexto frase do Corregedor do MPF, como se ele fosse a favor da #PEC37, e não é"
Not Violence,#ForaDilma #CalaABocaDilma #GreveDosCaminhoneiros #VEMPRARUA http://t.co/hQmWlRcOpV
Not Violence,"não é por 20 centavos, é por uma melhora no site do KCA #vemprarua"
Not Violence,RT @djfreedom: Elis Regina Especial na Free Music Radio http://t.co/j6HQQsxYBz #elis_regina #changebrazil #vemprarua #mpb http://t.co/iTBdN…
Not Violence,"RT @_DevonneLyzy: Rocinha deserta ta assustador,quero a alegria da minha favela de voltaaaa��"
Not Violence,Assine a petição agora para proteger os poderes de investigação do Ministério Público! Não à #PEC37 http://t.co/HBpyOKRz4Y
Not Violence,@mpsp_oficial eles não têm argumentos plausíveis... só falam besteira... e o pior é que a #OABFederal foi a favor da #PEC37... uma vergonha.
Not Violence,RT @ProcopioDF: O Brasil tá igual a Rocinha. Sendo governado por bandidos e sem pra onde correr. ������������
Not Violence,@gabrielfelix4 Obrigada!
High,"RT @LeiSecaRJ: RT @FernandoRodoxMC: A bala tá comendo solta na Presidente Vargas c/ Passos, vários policiais correndo entre os carros"
Not Violence,#np river - jkt 48 #MPL
Not Violence,"@dntxstopx Eu não sei se é verdade, mas aconteceu no Espírito Santo e eu tô com medo porque eu saio cedo de casa..."
Not Violence,SARAU VIRA LATA na Câmara Municipal de BH #OccupyBH #ChangeBrazil #GlobalChange #OccupyWallST #OccupySYDNEY... http://t.co/zUhhljZHys
VeryHight,RT @AltinhoRJ: @LeiSecaRJ @RadarCostaVerde tiros de fuzil final da rua torres homem. Possível incursão policial no Morro dos Macacos.
Not Violence,#NP What About Love - Austin Mahone #MPL
VeryHight,@Dmartins1001 Boa tarde. Onde s\u00e3o os tiros?
High,RT @siqueira_as: @centropresente1 Espero que finalmente acabem os assaltos naquela região. Povo sofrido à mercê de pivetes.
Not Violence,@Mayara79925697 Espírito Santo ��
Not Violence,indo para night #cachaça #kibe #habbib's #bibsfirra #45centavos #naoéapenas20centavos #ogiganteAcordou #VemPraRua #oRappa #Falcao #Savassi
Not Violence,"Share it if ypu like it. I did. No, no voy al Mundial 2014-#changebrazil http://t.co/7HPiIR5njg"
Not Violence,Não vejo a hora da minha mãe resolver tudo e irmos embora pra Espírito Santo
VeryHight,"Tiros no S\u00e3o Carlos, no Est\u00e1dio (23:48) #TirosRJ"
Not Violence,"Não pode faltar na #reformapolítica: voto facultativo, voto distrital, limite de salários de eleitos. #vemprarua #mudabrasil"
Not Violence,Vemm pra rua! #DuasBarrasAcordou #VemPraRua @ Duas Barras http://t.co/xL7VxllQVu
Not Violence,"Quando o rebanho se une, o leão vai deitar com fome! #vemPraRua http://t.co/Y9GoRDDSIi"
Not Violence,RT @momentsbrasil: Temer confirma o envio das Forças Armadas para conter a onda de violência no Espírito Santo #Moments⚡️ https://t.co/i9GI…
Not Violence,RT @angelogabrielr: Que Deus proteja o todo o estado do Espirito Santo. VALORIZEM A POLICIA MILITAR
VeryHight,"De julho de 2016 a julho de 2017, a cidade do Rio registrou 3.829 tiroteios. O efeito disso na educa\u00e7\u00e3o \u00e9 desastroso https://t.co/lbGDf3Iodk"
VeryHight,"Vejo o rosto dele nos outros', diz adolescente vítima de estupro na zona sul de SP; homem foi preso… https://t.co/llVvXRzx0A"
Not Violence,RT @Gii_Drew: Uma noite de crimes: Espirito Santo
VeryHight,@Monit_SEG_BR @CaosNoRio @LeiSecaRJ @RJFicaligado N\u00e3o recebemos notifica\u00e7\u00f5es de tiros nessa \u00e1rea
Not Violence,Adicionei um vídeo a uma playlist @YouTube https://t.co/R3hdRJ5Uz1 Cabelinho - Zona Sul ♪ ( LANÇAMENTO 2017 )
Not Violence,"RT @Bebethsal: Renuncia, Dilma! #ForaDilma"
Not Violence,RT @JornalOGlobo: Secretaria de Segurança vai pedir permanência de Nem da Rocinha em presídio fora do Rio. https://t.co/mGqDCXNwLA https://…
VeryHight,RT @EFeij: Attendance at the shooting line in Rio: In Costa Barros patient was shot inside the bathroom of health unit https://t.co/hBYBRq3\u2026
VeryHight,Dois homens são presos por tráfico de drogas na zona sul de São José https://t.co/Vrs4laNKke
VeryHight,RT @Estadao: Suspeito de 7 estupros na zona sul de São Paulo é preso; homem usava carro para atacar as vítimas https://t.co/i0ZmoNGU6n http…
VeryHight,RT @enpobre: até a mídia internacional tá mostrando a violência em espírito santo e a gnt tendo q saber tudo pelo twitter esse eh o brasil…
Not Violence,RT @marcochico2: Gostei de um vídeo @YouTube de @claudiocvms http://t.co/cSEVIiz38i O Brasil Acordou - #ChangeBrazil
Not Violence,#realidade #mudaBrasil [photo] https://t.co/nNa1RYd5aV
Not Violence,Hj o protesto foi bem mais fundamentado! PERFEITO...Brasil mantenha-se acordado por favor! #passelivre #transportepublicodequalidade
Not Violence,Sou Adorador ao Senhor cantor Samuel RibeiroMusic e Policial Militar Do Estado Do Rio De Janeiro #PMERJ AMO E TENHO MUITO ORGULHO !
VeryHight,RT @RenovaMidia: #BRASIL: Tiroteio entre traficantes da #Rocinha coloca Rio de Janeiro em alerta e repercute internacionalmente https://t.c…
Not Violence,"RT @AHSlaryssa: Orem pela Rocinha, orem pelo México... Orem pelo mundo! ❤"
Not Violence,RT @VladimirAras: Todo mundo quer declarar voto contra #PEC37 antes da abertura do painel. Força das ruas! O movimento popular reverberou n…
Not Violence,"RT @felipeneto: Força pra galera do Espírito Santo, que tudo se resolva logo! ��"
Not Violence,RT @LeiSecaRJ: #AlertaPMRio RT @queiroz_gaby: @PMERJ Batalhão do Meier fechado. Ninguém entra e ninguém sai.
Not Violence,@daredevilosa obrigada!
Not Violence,"Opera\u00e7\u00e3o na Favela do Dique interditou Linha Vermelha, altura de Caxias, h\u00e1 pouco https://t.co/6oxPIJcwVC Agora, vi\u2026 https://t.co/I581sTHiVO"
Not Violence,ATUALIZAÇÃO: R. Dr. Manoel Reis deve ser evitada. Tempo de espera 30m maior que a média #TransitoRJ https://t.co/Y7KDWiBSHq
Not Violence,JESUS CONTRA O ESPÍRITO SANTO DEU DOR DE CABEÇA A DEUS!
Not Violence,RT @Medeiroshc: #FORADilma A presidANTA irá hoje no #DomingaoDoFaustao no quadro 'SE VIRA NOS 30
High,RT @LeiSecaRJ: RT @mavidesiderio: @priarrochellas Tiroteio no Catumbi
Not Violence,��Alguém na Rocinha no momento? Favor nos acionar via DM! Obrigado!
Not Violence,https://t.co/zTazEoA7GO / Nas palavras do tenente coronel Alexandre nosso apoio a polícia militar do Espírito Santo
Not Violence,"Com os olhos da sociedade em cima, AGORA todos se dizem contra a #PEC37 Cômico se não fosse trágico..."
Not Violence,RT @geuvanna_: Que Deus proteja o Espírito Santo e todas as pessoas que la vivem!
Not Violence,Triste ver os moradores da Rocinha passando por isso.����
VeryHight,RT @RdGaucha: Cavalaria do Pelotão de Operações Especiais avançando na Jerônimo Coelho no centro de Porto Alegre #protesto
High,RT @joao_beto66: @LeiSecaRJ @priarrochellas Recomeçou o confroto no morro da Coroa no Catumbi Tomem cuidado.
Not Violence,"AH NÃO, Q ISSO!!!! AGORA CRACUDO ALÉM DE BOLSA GANHA COTA NA FACULDADE??? QUE PAÍS É ESSE? VOU PROTESTAR #VEMPRARUA"
VeryHight,"Tiros nas imedia\u00e7\u00f5es da Pra\u00e7a Caio Martins - Heli\u00f3polis, Belford Roxo (21:33) #TirosRJ"
Not Violence,#OGiganteAcordou MAS JÁ FOI DORMIR D NOVO
Not Violence,Que Deus abençoe o Espírito Santo
VeryHight,"RT @FullHeleno: @LeiSecaRJ @PMERJ @PCERJ @CaosNoRio Roubado agora em Água Santa, 4 bandidos encapuzados em 1 táxi."
Not Violence,"faço curso na Zona SUL, estudo na Zona Norte, moro na Zona Oeste. Só quero um cursin cultural no Centro pra fechar meu pacote"
Not Violence,Mc Cabelinho - Zona Sul
Not Violence,e minhas amigas que vão pra um baile funk na rocinha https://t.co/q91hQ6Accc
VeryHight,RT @alertario24hrs: Clima tenso na Rocinha neste momento e bandidos rivais já encontram na Comunidade. A qualquer momento a gerra vai estou…
Not Violence,RT @disque_denuncia: #eSeu Há 6 meses Celta vermelho placa LPX-0043 abandonado na rua Manuel Duarte em São Gonçalo.É seu? #denuncie_22531177
Not Violence,#ChildSacrifice in our generation!#DefundPP #EveryChildGodsGift#MAGA #TCOT #CTOT #CCOT #LNYHBT #PJNET #ORPUW… https://t.co/hVdGygZXxG
VeryHight,Mais GRAJAÚ-JPA: Interdições na altura do Lins provoca congestionamento nos dois sentidos da via. Operação policial. Evite a região. #alert
Not Violence,"@MARKIN50VP ol\u00e1, sabe dizer em que local de vaz lobo?"
Not Violence,RT @BrevesFabio: #ehseu? Celta abandonado na Rua Assis Antunes em SJ de Meriti próximo ao Hospital Sta Terezinha
Not Violence,"""@Rodrigopepe_RJ: Para denunciar excessos da PM no #ProtestoRJ,ligue para:(21) 2550-9299.Este é o telefone do Ministério Público Estadual."""
Not Violence,RT @guihermeleicam: Orgulho de ser Brasileiro! &lt;3 #vemprarua
Not Violence,"Estamos sendo feitos de palhaços, vamos mudar esse país, #vemprarua #OGiganteAcordou #Brasil http://t.co/MiMkMITl6B"
Not Violence,*aisleAGREED!#ChildSacrifice in our generation!#MAGA #AllLifeMatters#DefundPP #TCOT #CTOT #CCOT #LNYHBT… https://t.co/9Yn40YAyPu
VeryHight,"Tiros nas imedia\u00e7\u00f5es da Rua Catiri, Bangu (10:20) #TirosRJ"
Not Violence,RT @dancingforlive1: A Rocinha só quer paz. ��
Not Violence,Vou pra rocinha amanhã ��
VeryHight,Arrastão agora na Brasil no Caju depois da Rodoviária @radiotupi @AlertaAssaltoRJ
Not Violence,RT @AndreMoscoso12: ESPIRITO SANTO SANGRA COM GREVE DE POLICIAIS: https://t.co/s2Lo0EGzwL via @YouTube
Not Violence,"RT @GabrielCEC01: ....que foi concebido pe14lo poder do Espírito Santonasceu da Virgem MariaPadeceu sob Poncio PilatosFoi crucificado, m…"
Not Violence,eu moro no morro e ela na zona sul.....
Not Violence,3
Not Violence,"COMEÇOU A CONTAGEM REGRESSIVA PARA O MAIOR EVENTO MOTOCICLÍSTICO DA ZONA SUL DE SP Dias 23 e 24, de setembro o... https://t.co/cnCr0EVAxv"
VeryHight,"Espírito santo sem ""polícia"", sem ônibus, arrastão no shopping mestre alvaro e em algumas casas.Vários homicídios... https://t.co/3c7YiqSDlt"
VeryHight,"RT @julioceczar: @LeiSecaRJ Policial a paisana mandou vagabundo para o espaço, em tentativa de assalto dentro frescão 2336 sent campo grande"
Not Violence,#np we are young - fun #MPL
Not Violence,"demorou, mas finalmente corrupção virou crime edíondo #mudaBrasil"
VeryHight,“@RdGaucha: Um grupo depreda as bicicletas de aluguel no Largo Zumbi dos Palmares em Porto Alegre #protesto”
VeryHight,RT @LeiSecaRJ: RT @priarrochellas: estou em laranjeiras escutando tiros q vem depois do sta Barbara. Mais alguém?
VeryHight,\u26a1\ufe0f \u201cTiroteios amea\u00e7am educa\u00e7\u00e3o na cidade do Rio\u201d\n\nhttps://t.co/hcHJlvMIqZ
VeryHight,"RT @lobowobsessao: Rio de Janeiro, a Rocinha parece a Síria, disse um repórter ao ver casas, carros, tudo fuzilado. E o exército não faz na…"
VeryHight,RT @LeiSecaRJ: Atenção no local RT @proftiagosantos: Muitos tiros agora em Madureira parece na serrinha @Madureiranewsrj @PMERJ
Not Violence,RT @PMERJ: ���� Avalie e responda esta pergunta... De que lado você está?#PorUmRioDePAz #ServireProteger #SomosTodosPMERJ https://t.co/Vs8qf…
VeryHight,Capa do @jornalodia mais uma vez destaca viol\u00eancia no Rio: Helic\u00f3ptero atingido por tiro na altura do Vidigal e PM\u2026 https://t.co/zWRxcuPOfT
Not Violence,I'm going to join the protests �� #changebrazil
Not Violence,RT @maholiver6: Cara a rocinha ta silenciosa p caralho
VeryHight,"RT @sexologo_gnt: carro branco com meliantes no carro realizando assaltos na rua Ana neri, foram em direção a rua dtr garnier bairro carioca"
Not Violence,"@_nattalha rlx ... Vamos todos falar um pouco sobre o GTA:Espírito Santo ,neh @maralraissa ?"
VeryHight,"Tiros no Shopping Grande Rio, em S\u00e3o Jo\u00e3o de Meriti (21:07) #TirosRJ"
High,"RT @jrgshanks: Os assaltos acontecem costantemente na Av. PresVargas na pista lateral sent Pça da Bandeira, na alt da Central de Cidade Nova"
VeryHight,"Uma Mulher foi baleada agora no alemão.Tiro na cabeça, segundo informações que chega para a equipe da @vozdacomunidade"
VeryHight,"RT @PMERJ: ⚠️Agentes do #8BPM participam da Operação Constantinopla, nas comunidades da Portelinha, Tira Gosto, e adjacências. #PMERJ #Serv…"
VeryHight,"RT @NobruWerneck: Bala tá comendo na rocinha mané, bagulho tá doidoque deus proteja todos os moradoresbandidos, oq tenho a ve"
Not Violence,Gostei de um vídeo @YouTube de @nilmoretto https://t.co/92xBbfoGF0 O ESPÍRITO SANTO NO PÓS-APOCALIPSE - Ep.909
Not Violence,RT @Jade_Levita: bombando na zona sul ���� https://t.co/05QafLkFAW
Not Violence,RT @srdeabo: Marcelo Freixo tava certo sobre o Espírito Santo https://t.co/tLjg1ErH7S
Not Violence,#AcordaBrasil - Porta dos Fundos: Reunião de Emergência http://t.co/UQCni1fF8l
Not Violence,RT @maiconkusterkkk: quando vc precisa ir na padaria mas mora em espírito santo https://t.co/Zzjt7qHDzt
Not Violence,"RT @16MMS: Lideres e reincidentes de hoje, terroristas! #changebrazil #ImpeachmentDilmajá http://t.co/9VrbqgZHVz"
VeryHight,"RT @RuasGatinho: Acabaram de assaltar um casal de amigos no Grajaú, porta de casa deles. Cross Fox preto, KXF 5447. Vendo algo avise aqui."
VeryHight,"Tiros na Vila Kennedy, nas localidades das Malvinas e Congo (20:36) #TirosRJ"
Not Violence,@AntonioBiancoN4 muito obrigada!
VeryHight,"Tiros no Fonseca, em Niter\u00f3i (23:31) #TirosRJ"
Not Violence,Tiros e confusão: clima pré-clássico entre Botafogo e Flamengo é muito tenso no entorno do Engenhão
Not Violence,@danielle_piza @ManuRene Menina zona sul!!! Kkkkkk
Not Violence,#ogiganteacordou Bandidos Massacrando a população. SEGURANÇA JÁ !!!!!!!!!
Not Violence,Wikileaks&gt;&gt; Grupo Mídia Gaucho Afiliado Rede Globo Tem Ideologia Revelada http://t.co/cJiIxBHImV #ProtestoPoa Praça da Matriz #Vemprarua
Not Violence,"A Síria é brincadeira se comparada a Rocinha e outras ""comunidades"". Pobre daqueles que moram nessas zonas de guerra por necessidade."
Not Violence,"RT @JornalOGlobo: Vídeo que circula nas redes sociais mostra momento da invasão de traficantes à comunidade da Rocinha, Zona Sul do Rio #Jo…"
VeryHight,"RT @mabreuo: Os Pet Shop Boys foram assaltados por 4 travestis sábado, às 20h30, em Copa. Se falta policiamento na ZONA SUL, imagina no RJ…"
Not Violence,RT @CaosNoRio: ��Alguém na Rocinha no momento? Favor nos acionar via DM! Obrigado!
High,"RT @LeiSecaRJ: RT @MarcosPVBoas: Muito cuidado ao passar na 24 de maio,entre a Silva Freire e Engenho Novo. 2 garotos roubando neste local."
Not Violence,RT @mateusolano: #mudabrasil http://t.co/LIMf8iztR4
Not Violence,Fogo Cruzado &amp; @fgvdapp partnered to produce research about public policy &amp; the effects of armed violence in Rio https://t.co/A3jXSXzJMC
Not Violence,@Italo_3004 zona sul?
Not Violence,RT @RafaelFontana: O Espírito Santo só vai ser destaque na mídia quando algum policial reagir e atirar num criminoso. Aí vai ser aquela com…
Not Violence,Pressão é nos representantes: quem não quer ouvir o #vemprarua PEDE PRA SAIR!!!
Not Violence,RT @SrtaBella5: Alguém viu alguma emissora falando dos mortos na Rocinha? https://t.co/GnYfVeH172
VeryHight,"RT @LeiSecaRJ: RT @CitzenBand450E: “abandonado” na rua Baronesa do engenho novo, altura do 200, engenho novo. #EhSeu"
VeryHight,"S\u00f3 em 2017, 3.386 baleados foram atendidos por equipes de hospitais do Rio, Nil\u00f3polis e Duque de Caxias\u2026 https://t.co/eQMiSQN7Da"
Not Violence,Depois do Espírito Santo é a vez de Alagoas: Policiais aderem à paralisação https://t.co/73mse0PEV9
Not Violence,zona sul só tem mulher linda
VeryHight,"H\u00e1 opera\u00e7\u00e3o policial na Favela do Vidigal desde a madrugada deste domingo (23), quando um PM foi morto a tiros #RiscoDeTiros"
Not Violence,"@marconiferreira É isso aí, amigo! #VemPraRua"
VeryHight,"RJ teve tiroteio todos os dias, de janeiro a junho, com m\u00e9dia de 14 alertas di\u00e1rios. Mapa produzido pelo G1, com da\u2026 https://t.co/JbtXfOOeEQ"
Not Violence,RT @luannafarias: Rede Globo (esgoto) sonegando impostos e ninguém vai denunciar ou investigar? #OGiganteAcordou?
Not Violence,"RT @Rodrigo_Moller_: Que Deus abençoe as pessoas de bem na Rocinha..., só intervenção divina, por que o estado abandonou a população! https…"
VeryHight,"RT @Andreezaapaivaa: tiroteio dentro de ônibus na av brasil, passarela 10 sentido centro. Passageiro matou o ladrão, que situação"
Not Violence,#FF @ddalertario @AtualRio @informeSG @DiarioMacae @rio40caos @SuperviaVPC @pcasecanews @RadarCostaVerde
VeryHight,RT @alineaffonso: o assaltante da barra de hj foi com o cônsul Russo. Menos um!
Not Violence,RT @sosjorginho: O BLANKA MUITOS PENSAM QUE É DA AMAZONIA MAS NA VERDADE ELE É DO ESPÍRITO SANTO
Not Violence,"Consegui ir pra zona sul suave até , menos mal"
VeryHight,"RT @NiteroiRadar: Perseguição começou no inga e terminou na Ary parreiras. Cinco presos, sendo 3 baleados."
Not Violence,"Agora sim, cadeia neles...!! #acordabrasil http://t.co/0sk4cwI41Y"
Not Violence,RT @felipedeps: #ForaRenan #ForaSarney #ForaFeliciano http://t.co/JaUFjNBf5G
VeryHight,"Gostei de um vídeo @YouTube de @contvreal https://t.co/DDDPvbXWUg �� �� URGENTE!! TERROR no Espirito SANTO — SENTA A BALA,"
High,"RT @LeiSecaRJ: RT @carlaopareto: cuidado ao passarem pela Alameda, tiroteio comendo solto na Vila Ipiranga, polícia na área!"
Not Violence,RT @miniarinha: Rocinha pede paz
VeryHight,"RT @LeiSecaRJ: RT @Hot_serparj: Bandidos acabaram de abandonar um celta KYh1299, aqui em Anchieta na rua Apirui."
Not Violence,"Espírito Santo: Já é o caos, mas pode piorar https://t.co/BzpAnILZhh"
High,RT @NiteroiRadar: Evitem a Estrada da Garganta. Operação da PM.
Not Violence,Pezão diz que vetou ação contra guerra do tráfico na Rocinha para evitar morte de inocentes https://t.co/fg22TzQD6N
Not Violence,"Atenção arrastão no #TunelReboucas, fechado nos dois sentidos @LeiSecaRJ @LeiSecaINTRJ @AlertaAssaltoRJ @AlertaRio @g1 @silvanaramiro ."
Not Violence,Sobe para 113 o número de mortes no ES durante a ausência dos PMs https://t.co/sLwIASpzMu
VeryHight,RT @18BPM_PMERJ: Lei Seca RJ AV AYRTON SENNA LIBERADA NOS DOIS SENTIDOS. O POLICIAMENTO CONTINUA REFORÇADO NO LOCAL.
Not Violence,"VEM VEM VEM PRA RUA RT @HeeyGe Protesto pela criaçao do icone ""teletransporte imediato"" no @whatsapp #VemPraRua #OGiganteAcordou #whatsapp"
VeryHight,Tiros na Vila Kennedy (11:20) #TirosRJ
Not Violence,Povo na rua cobrando mudanças e os políticos ladrões preocupados com as eleições ano que vem e com a #reformapolitica. #vemprarua
Not Violence,"""@kScodders: #ChangeBrazil massive thank you to @dylanobrien and @PoulterWill for their support http://t.co/LOrMLEuThq"" DYLAN O'BRIENNNN"
VeryHight,"Tiros nas imedia\u00e7\u00f5es da Rua Roberto Silveira, em Olinda, Nil\u00f3polis (23:45) #TirosRJ"
VeryHight,Assalto no Shopping Grande Rio acabou em tiroteio ontem a noite. Chega a 10 o n\u00famero de tiroteios em Shoppings no R\u2026 https://t.co/2DT6Z10Toe
VeryHight,Tiros no Morro do Turano (20:24) #TirosRJ
Not Violence,"@MARKIN50VP obrigada, notificamos aqui!"
Medium,"Ha minha Favela amada,silencio fúnebre ������ em Rocinha . Roupa Suja . https://t.co/MQK2ZmZhtg"
Not Violence,"Polly är #Latin, lättretlig och #redo #att visa #upp sin #kropp https://t.co/3N8CH0Cxjd"
VeryHight,RT @LeiSecaRJ: RT @Maverick_JPA: possível operação na CDD.Fechada perto dá Mirataia.Alguém mais info?
Not Violence,"RT @EstevoSilva: #ogiganteacordou #vemprarua, #changebrazil https://t.co/N0eA2mUqkvvideo que eu fiz sobre a Revolução"
Not Violence,RT @oopsnati: Campanha: Larga esse sorvete de flocos e vem provar a Pauline napolitano. #VemPraRua #ChamaAPaulineDePicoléELambe EU APOIO ES…
Not Violence,Campanha: Larga esse sorvete de flocos e vem provar a Pauline napolitano. #VemPraRua #ChamaAPaulineDePicoléELambe
Not Violence,"RT @RicaPerrone: Se fosse Paris a gente tava morrendo de pena dos moradores fazendo hashtags... mas é Rocinha, ne? Entao... ����‍♂️ ���� #rio #…"
Not Violence,"RT @Mtnezz: João P Cunha (PT-SP),Valdemar C Neto (PR-SP),José Genoino (PT-SP) e Pedro Henry (PP-MT) seguem no Congresso! #VemPraRua HOJE, 1…"
High,"RT @giotorquato1979: @LeiSecaRJ Tiro comendo solto na região da rua Itapiru, no Rio Comprido/Catumbi."
VeryHight,RT @g1: Sobe para 113 o número de mortes no ES durante a ausência dos PMs https://t.co/zuzWj7xC9M #G1 #crisenoES https://t.co/skaFQU23Yv
Not Violence,"Nova postagem: Violência em debate, guerra na Rocinha, RJ,https://t.co/AwlXgcgqP7"
Not Violence,"Diga #NAO A #PEC37 #PEC33 ! DIGA #SIM A MAIS #SAÚDE,EDUCAÇÃO,!!"
Not Violence,então. https://t.co/bAcxVLk5Yp https://t.co/Tp1kBZLopA
Not Violence,RT @talita212721: #vemprarua #mudabrasil
Not Violence,RT @JOAQUINVOLTOU: MACONHERO ESTUDANTE DE SOCIOLOGIA QUE PEDE O FIM DA POLÍCIA MILITAR: VÁ PRO ESPÍRITO SANTO: LÁ TA BOM DEMAIS! #PrayForES…
Not Violence,RT @sorryimlols: espirito santo swm os poliça e so espirito
Not Violence,Midia fascista #acordabrasil http://t.co/sXbh2cs7P8
Medium,Cordão de isolamento protege o Palácio Piratini e a Prefeitura. Brigada faz cerco em toda área. (via @evelinargenta) #Protesto
Not Violence,RT @CortezFilipe: Será que foi ao velório! Ainda tem de explicar os milhões de euros que depositou em Portugal no BANCO ESPIRITO SANTO lemb…
Not Violence,Campanha: Larga esse sorvete de flocos e vem provar a Pauline napolitano. #VemPraRua #ChamaAPaulineDePicoléELambe EU APOIO ESTA IDEIA
Not Violence,jag tänder #på #att visa #upp #mig https://t.co/VnVbutr9te
Not Violence,#vemprarua #CONGRESSONACIONAL http://t.co/YC1b7luncf
VeryHight,"RT @ellentwiss: Homens fortemente armados trocaram tiros c policiais 9BPM na R Taguarixim.2 pms atingidos de raspão,1 elemento morto ."
Not Violence,#VerasQueUmFilhoTeuNaoFogeALuta EUU SOU CONTRA A PEC 33 E 99!Se vc tbm é #vemprarua
Not Violence,#Lenka visar #upp #sitt #kök https://t.co/eMGb4cvicD
